Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Organization Description,Organization Industries,Organization Website,Lead Investors,Investor Names
Seed Round - Pavus AI,https://www.crunchbase.com/funding_round/pavus-ai-seed--ad3805da,Pavus AI,https://www.crunchbase.com/organization/pavus-ai,Seed,5300000,USD,5300000,2025-10-09,Pavus provides AI driven procurement platform for workflows with real-time and predictive insights to make the right purchasing decisions.,"Artificial Intelligence (AI), Machine Learning, SaaS",https://www.pavus.ai/,Sentinel Global,Sentinel Global
Series B - Mindflow,https://www.crunchbase.com/funding_round/mindflow-7632-series-b--8e0c4865,Mindflow,https://www.crunchbase.com/organization/mindflow-7632,Series B,100000000,CNY,13922729,2025-08-08,Mindflow is an AI infrastructure and data intelligence platform service provider.,"Analytics, Artificial Intelligence (AI), Big Data, Data Collection and Labeling",https://www.mindflow.com.cn/,Jiayuan Capital,Jiayuan Capital
Series A - Humanix,https://www.crunchbase.com/funding_round/humanix-961c-series-a--81cd70c8,Humanix,https://www.crunchbase.com/organization/humanix-961c,Series A,18000000,USD,18000000,2025-11-12,Humanix is a conversational AI for cybersecurity that has been trained on natural language attacks and human psychology.,"Artificial Intelligence (AI), Information Technology, Internet",https://www.humanix.ai,Acrew Capital,Acrew Capital
Seed Round - ShiftUp,https://www.crunchbase.com/funding_round/shiftup-seed--3a08e876,ShiftUp,https://www.crunchbase.com/organization/shiftup,Seed,3000000,USD,3000000,2025-08-19,"ShiftUp is a SaaS company that offers an intelligent AI automation platform orchestrates end-to-end sales workflows,","Artificial Intelligence (AI), SaaS, Sales Automation",https://shiftupai.com/,Highway 12 Ventures,Highway 12 Ventures
Seed Round - CoRun.ai,https://www.crunchbase.com/funding_round/corun-ai-seed--8020a7cc,CoRun.ai,https://www.crunchbase.com/organization/corun-ai,Seed,3500000,USD,3500000,2025-11-12,"CoRun.ai uses AI to combine handling, safety, and finance, supporting fleets in lowering costs and managing risk.","Artificial Intelligence (AI), Information Technology",https://www.corun.ai,Access Capital Management,Access Capital Management
Seed Round - Vocal Image,https://www.crunchbase.com/funding_round/vocal-image-seed--7286eb80,Vocal Image,https://www.crunchbase.com/organization/vocal-image,Seed,3600000,USD,3600000,2025-08-31,AI Voice Coach for communication skills,"Artificial Intelligence (AI), EdTech, Machine Learning",https://www.vocalimage.app,Educapital,"Educapital, G-FUND, Specialist VC"
Seed Round - Irys Insurtech,https://www.crunchbase.com/funding_round/irys-seed--c85c71ad,Irys Insurtech,https://www.crunchbase.com/organization/irys,Seed,12500000,USD,12500000,2025-10-13,"Irys is customizable management tool that has fundamentally transformed how agents, brokers, and MGAs see their clients and company.","Artificial Intelligence (AI), Information Services, Insurance, Service Industry",https://iryscloud.dev,Markd,"Ansay & Associates, DeepWork Capital, Florida Opportunity Fund, Hico Ventures, JMG Capital, Markd"
Seed Round - Neoflo.ai,https://www.crunchbase.com/funding_round/neoflo-ai-seed--47a95af3,Neoflo.ai,https://www.crunchbase.com/organization/neoflo-ai,Seed,10000000,USD,10000000,2025-08-27,"Neoflo.ai offers an AI-first outsourcing platform for enterprise back-office processes, including finance, and catalogue management.","Artificial Intelligence (AI), Business Development, Information Technology, Machine Learning",https://neoflo.ai,,"Alter Global, Lightspeed India Partners, Peak XV Partners"
Seed Round - A.A.A C(H+A)RM,https://www.crunchbase.com/funding_round/a-a-a-c-h-a-rm-seed--197bc55f,A.A.A C(H+A)RM,https://www.crunchbase.com/organization/a-a-a-c-h-a-rm,Seed,4000000,USD,4000000,2025-09-15,"AAA C(H+A)RM (Autonomous AI Agents Launchpad & Layer3) is the first AI-first, agent-focused orchestration platform.",Artificial Intelligence (AI),https://aaapad.palo-alto.ai/en,,"Huobi Ventures, NVIDIA, YZi Labs"
Seed Round - Harmonic,https://www.crunchbase.com/funding_round/harmonic-29ab-seed--0755f429,Harmonic,https://www.crunchbase.com/organization/harmonic-29ab,Seed,6000000,USD,6000000,2025-11-05,Harmonic helps to build an open block-building system that lets validators choose among multiple competing block builders in real time.,"Blockchain, Cryptocurrency, Web3",https://www.harmonic.gg/,Paradigm,Paradigm
Seed Round - PlanYear,https://www.crunchbase.com/funding_round/planyear-seed--0cce53b5,PlanYear,https://www.crunchbase.com/organization/planyear,Seed,12000000,USD,12000000,2025-10-15,"PlanYear is a digital platform for insurance management and employee benefits for consultants, employers, and employees.","Artificial Intelligence (AI), Employee Benefits, Insurance, Software",https://planyear.ai/,True Ventures,True Ventures
Seed Round - Lizo.ai,https://www.crunchbase.com/funding_round/lizo-ai-seed--ceb1ad92,Lizo.ai,https://www.crunchbase.com/organization/lizo-ai,Seed,4000000,USD,4000000,2025-09-07,Lizo.ai is developer of an investment operating platform that is designed to maximize real estate investment ecosystem returns.,"Artificial Intelligence (AI), Information Technology, Real Estate",https://www.lizo.ai/,lool ventures,"91 Ventures, lool ventures, M-Fund Club"
Seed Round - o1.exchange,https://www.crunchbase.com/funding_round/cohuman-labs-seed--911f3732,o1.exchange,https://www.crunchbase.com/organization/cohuman-labs,Seed,3000000,USD,3000000,2025-08-19,"Consumer, Financial Technology, Blockchain, AI","Cryptocurrency, Financial Exchanges",https://o1.exchange/,Coinbase Ventures,"Coinbase Ventures, The House Fund"
Seed Round - Echelon,https://www.crunchbase.com/funding_round/echelon-9876-seed--f5d16792,Echelon,https://www.crunchbase.com/organization/echelon-9876,Seed,4750000,USD,4750000,2025-10-09,"Echelon is an AI software development company specializes in automating enterprise IT implementations, development, and managed services,","Artificial Intelligence (AI), Data Center Automation, Software Engineering",https://www.echelonai.com/,Bain Capital Ventures,Bain Capital Ventures
Seed Round - Bidbus,https://www.crunchbase.com/funding_round/bidbus-seed--7759f0a8,Bidbus,https://www.crunchbase.com/organization/bidbus,Seed,3300000,USD,3300000,2025-07-15,AI-first C2B marketplace that enables dealerships to source consumer-owned used cars at scale.,"Artificial Intelligence (AI), Automotive, E-Commerce Platforms, Marketplace",http://Bidbus.com,Mucker Capital,Mucker Capital
Series A - Eden,https://www.crunchbase.com/funding_round/eden-74ee-series-a--a2539eb1,Eden,https://www.crunchbase.com/organization/eden-74ee,Series A,22000000,USD,22000000,2025-10-10,Developer of non-invasive health technology designed to democratize access to early cancer risk assessment.,"Artificial Intelligence (AI), Health Care, Oncology",https://edenmed.com/,Sierra Ventures,"Daniel Servitje, Liquid 2 Ventures, Sierra Ventures"
Series A - ZYTLYN Technologies,https://www.crunchbase.com/funding_round/zytlyn-series-a--36da8ae6,ZYTLYN Technologies,https://www.crunchbase.com/organization/zytlyn,Series A,3500000,USD,3500000,2025-08-01,"ZYTLYN is a data analytics and AI company, helping customers address their most urgent problems with its Prediction as-a-Service product.","Analytics, Artificial Intelligence (AI), Big Data, Data Integration, Machine Learning, Software",https://www.zytlyn.com/,,
Seed Round - W3.io,https://www.crunchbase.com/funding_round/w3-io-seed--1b325bf9,W3.io,https://www.crunchbase.com/organization/w3-io,Seed,7000000,USD,7000000,2025-07-17,W3.io is a web3 company dedicated to driving Web3 adoption through open protocols and standards.,"Blockchain, Cryptocurrency, Web3",https://w3.io/,Blockchange Ventures,"Arrington Capital, Blockchange Ventures, Framework Ventures"
Seed Round - Aragorn AI,https://www.crunchbase.com/funding_round/aragorn-ai-seed--c2ba9a9f,Aragorn AI,https://www.crunchbase.com/organization/aragorn-ai,Seed,4300000,USD,4300000,2025-10-15,Aragorn AI develops cloud people resource data integration platform that helps teams streamline and automate vendor and IT integrations.,"Analytics, Artificial Intelligence (AI), Cloud Data Services, Data Integration, Human Resources",https://www.aragorn.ai/,LiveOak Ventures,"Dallas Venture Capital, LiveOak Ventures"
Seed Round - Splendor Labs,https://www.crunchbase.com/funding_round/splendor-labs-seed--70ea1a5a,Splendor Labs,https://www.crunchbase.com/organization/splendor-labs,Seed,4500000,USD,4500000,2025-08-24,"Splendor Labs is an AI platform which is built for clarity, control, and compounding progress.","Artificial Intelligence (AI), Blockchain, Internet",https://splendor.org/,White Rock Group,White Rock Group
Series A - Delian Alliance Industries,https://www.crunchbase.com/funding_round/lambda-automata-series-a--bc5ec250,Delian Alliance Industries,https://www.crunchbase.com/organization/lambda-automata,Series A,14000000,USD,14000000,2025-07-29,Delian builds a new defense prime to protect the West and its allies in the era of autonomous warfare,"Artificial Intelligence (AI), Homeland Security, National Security",https://www.delian.ai,"Air Street Capital, Marathon Venture Capital","201 Ventures, Air Street Capital, Entropy Industrial Capital, HCVC, Marathon Venture Capital, Nebular"
Series A - Yuanhe Vision,https://www.crunchbase.com/funding_round/yuanhe-vision-series-a--60ddf192,Yuanhe Vision,https://www.crunchbase.com/organization/yuanhe-vision,Series A,30000000,CNY,4210172,2025-11-04,Yuanhe Vision is a high-tech enterprise specializing in AI-assisted ophthalmic diagnosis and optometry technology.,"Artificial Intelligence (AI), Computer Vision, Machine Learning",http://www.kmsg.net.cn/,Fengying Venture Capital,Fengying Venture Capital
Seed Round - PhnyX Lab,https://www.crunchbase.com/funding_round/phnyx-lab-seed--454a1290,PhnyX Lab,https://www.crunchbase.com/organization/phnyx-lab,Seed,4000000,USD,4000000,2025-08-04,PhnyX Lab is working on automating complex things in pharma industry with the help of AI.,"Artificial Intelligence (AI), Document Management, Generative AI, Pharmaceutical, Software",https://www.phnyx.ai/,SK Networks,"Aidan Gomez, Illia Polosukhin, SK Networks"
Series B - MiAO,https://www.crunchbase.com/funding_round/miao-fe79-series-b--39e70249,MiAO,https://www.crunchbase.com/organization/miao-fe79,Series B,14000000,USD,14000000,2025-08-04,MiAO aims to transform player interaction with digital content using advanced AI and cutting-edge content generation technologies.,"Artificial Intelligence (AI), Gaming, Mobile Apps",https://www.miao.company/,X.D. Network,X.D. Network
Seed Round - Rift,https://www.crunchbase.com/funding_round/rift-bb4b-seed--3e23c416,Rift,https://www.crunchbase.com/organization/rift-bb4b,Seed,8000000,USD,8000000,2025-11-11,Rift is a trustless crypto exchange that allows peer to peer trading of any two assets without any knowledge proof.,"Blockchain, Cryptocurrency, Web3",https://www.rift.trade/,Paradigm,Paradigm
Series A - Topview AI,https://www.crunchbase.com/funding_round/topviewai-series-a--655a258a,Topview AI,https://www.crunchbase.com/organization/topviewai,Series A,8400000,USD,8400000,2025-08-05,Topview AI is an AI Video Agent for marketing & ecommerce. Turn images or reference videos into high-converting videos in minutes.,"Artificial Intelligence (AI), Generative AI, Marketing",https://topview.ai,Kamet Capital Partners,Kamet Capital Partners
Series A - RedCarbon,https://www.crunchbase.com/funding_round/redcarbon-series-a--7e010b4b,RedCarbon,https://www.crunchbase.com/organization/redcarbon,Series A,3000000,EUR,3489196,2025-10-29,RedCarbon is a cyber automation company that supports security using AI and NLP.,"Artificial Intelligence (AI), Cyber Security, Industrial Automation, Security",https://www.redcarbon.ai,Azimut Holding,Azimut Holding
Series B - Select Star,https://www.crunchbase.com/funding_round/select-star-453c-series-b--a3d4b299,Select Star,https://www.crunchbase.com/organization/select-star-453c,Series B,20500000000,KRW,14746170,2025-08-12,"Select Star is a data platform for AI technology that offers dataset building, storage, and analysis services.","Artificial Intelligence (AI), Database, Information Technology, Software",https://selectstar.ai/ko,,"ACVC Partners, InfoBank, KB Investment, KB Securities, Kiwoom Investment, Moorim Capital, Salesforce, Samsung Securities, SBI Investment, Shinhan Venture Investment"
Seed Round - pieverse,https://www.crunchbase.com/funding_round/pieverse-seed--3540ddba,pieverse,https://www.crunchbase.com/organization/pieverse,Seed,7000000,USD,7000000,2025-10-24,Pieverse is a Web3 platform that turns people’s time into tradable digital value.,"Artificial Intelligence (AI), Trading Platform, Web3",https://www.pieverse.io/,"Animoca Brands, UOB Venture","10K Ventures, Animoca Brands, Morningstar Ventures, Serafund, Signum Capital, Undefined Labs, UOB Venture"
Seed Round - Decoda Health,https://www.crunchbase.com/funding_round/decoda-health-seed--2877a64b,Decoda Health,https://www.crunchbase.com/organization/decoda-health,Seed,4500000,USD,4500000,2025-11-11,Decoda Health reimagines how practices manage conversations with patients about payments in a respectful and explainable way.,"Artificial Intelligence (AI), FinTech, Health Care, Medical, Software",https://decodahealth.com,Y Combinator,"Graphene Ventures, The Fintech Fund, Y Combinator"
Seed Round - Quarero Robotics,https://www.crunchbase.com/funding_round/quarero-robotics-seed--8960701f,Quarero Robotics,https://www.crunchbase.com/organization/quarero-robotics,Seed,5000000,CHF,6147574,2025-07-30,"Quarero Robotics develops AI-driven autonomous security robots for corporate, industrial, and government applications.","Artificial Intelligence (AI), Manufacturing, Robotics",https://quarerorobotics.com,,
Seed Round - Menos AI,https://www.crunchbase.com/funding_round/menos-ai-seed--e54a8a88,Menos AI,https://www.crunchbase.com/organization/menos-ai,Seed,5200000,USD,5200000,2025-08-06,"Menos AI develops AI-driven agentic workforces to optimize asset management, automate tasks, and analyze data.","Artificial Intelligence (AI), Asset Management, Business Development",https://www.menosai.com/,,
